instrument_type|ticker_symbol|exchange|country|currency|trade_date|execution_time|side|quantity|price_per_unit|gross_amount|commission|tax|net_amount|client_pid|client_name|client_lastname|client_origin|transaction_type|channel|created_at|updated_at
STOCK|BABA|LSE|Singapore|JPY|2023-03-29|2023-03-29 19:49:14|S|20.8721|68.5457|1430.69|6.0796|28.6138|1394.72|829373584229|Lisa|Day|Brunei Darussalam|EACH_PRICE|WEB|2026-02-14 14:58:17.336893|2026-02-14 14:58:17.336894
STOCK|BABA|NYSE|Senegal|EUR|2023-05-17|2023-05-17 05:24:24|B|29.0557|556.5315|16170.41|24.3061|323.4082|15810.43|139953927215|Shannon|Wilson|Angola|STOP_LIMIT|WEB|2026-02-14 14:58:17.337039|2026-02-14 14:58:17.337040
STOCK|NVDA|JPX|Venezuela|EUR|2024-04-20|2024-04-20 21:13:24|B|263.9758|825.6318|217946.81|711.9235|4358.9362|212843.59|991524252512|Ian|Olson|Greece|EACH_PRICE|BROKER|2026-02-14 14:58:17.337187|2026-02-14 14:58:17.337188
STOCK|META|JPX|Iraq|JPY|2024-07-11|2024-07-11 02:41:18|S|428.5761|562.8076|241205.89|471.2821|4824.1178|235802.47|815374700486|Erika|Lee|Montenegro|STOP_LOSS|MOBILE|2026-02-14 14:58:17.337332|2026-02-14 14:58:17.337333
ETF|GOOGL|LSE|Morocco|USD|2024-06-27|2024-06-27 02:56:40|S|393.4557|1084.8295|426832.35|1707.134|8536.647|416505.35|809031655892|Sara|Castillo|Argentina|EACH_PRICE|API|2026-02-14 14:58:17.337511|2026-02-14 14:58:17.337512
STOCK|AAPL|NYSE|Peru|JPY|2023-09-02|2023-09-02 06:40:01|B|428.0694|316.4553|135464.83|372.7541|2709.2966|132303.44|440938467273|Julie|Ward|Mongolia|STOP_LOSS|API|2026-02-14 14:58:17.337657|2026-02-14 14:58:17.337658
STOCK|AMZN|NYSE|Andorra|JPY|2023-08-06|2023-08-06 07:11:53|B|434.0138|1068.4032|463701.73|1416.376|9274.0346|452607.15|243780286029|Sharon|Gardner|Azerbaijan|MARKET_PRICE|BROKER|2026-02-14 14:58:17.337801|2026-02-14 14:58:17.337802
STOCK|NVDA|JPX|Georgia|EUR|2024-07-10|2024-07-10 23:06:51|S|314.9605|801.2569|252364.27|1013.6447|5047.2854|246199.92|492686062529|Ricky|Norman|Mauritius|MARKET_PRICE|WEB|2026-02-14 14:58:17.337950|2026-02-14 14:58:17.337951
ETF|TSLA|NASDAQ|Holy See (Vatican City State)|JPY|2023-04-05|2023-04-05 14:47:09|S|334.9405|1039.2166|348075.73|327.9926|6961.5146|340727.33|657734956130|Steven|Potts|India|LIMIT|BROKER|2026-02-14 14:58:17.338121|2026-02-14 14:58:17.338122
ETF|GOOGL|LSE|Tajikistan|JPY|2024-07-23|2024-07-23 06:39:48|B|360.0057|203.738|73346.84|47.5115|1466.9368|71762.1|909630323061|Robert|Barnes|British Virgin Islands|MARKET_PRICE|API|2026-02-14 14:58:17.338338|2026-02-14 14:58:17.338339
ETF|NVDA|LSE|Maldives|USD|2023-10-07|2023-10-07 22:38:07|B|427.3552|16.4726|7039.65|5.1149|140.793|6892.5|949143080455|Carla|Reeves|French Guiana|LIMIT|WEB|2026-02-14 14:58:17.338485|2026-02-14 14:58:17.338486
ETF|GOOGL|XETRA|Iraq|JPY|2023-08-27|2023-08-27 17:05:05|B|415.4411|1211.8138|503437.26|1290.5637|10068.7452|491935.59|570630309365|Victor|Moreno|Tanzania|EACH_PRICE|API|2026-02-14 14:58:17.338633|2026-02-14 14:58:17.338634
ETF|GOOGL|LSE|Estonia|GBP|2023-05-23|2023-05-23 08:05:14|S|145.4363|88.0353|12803.53|41.1557|256.0706|12503.34|517570836355|Brian|Harvey|Micronesia|STOP_LIMIT|MOBILE|2026-02-14 14:58:17.338785|2026-02-14 14:58:17.338786
STOCK|AMZN|NYSE|Maldives|GBP|2024-11-12|2024-11-12 02:16:39|B|9.7312|805.1588|7835.16|5.5721|156.7032|7665.27|347190488089|Ricky|Miller|Nepal|LIMIT|BROKER|2026-02-14 14:58:17.338938|2026-02-14 14:58:17.338939
ETF|NVDA|JPX|Chad|USD|2024-08-27|2024-08-27 00:02:33|S|261.6926|1469.487|384553.87|1579.4373|7691.0774|375098.37|818941011833|Christopher|Gaines|Lithuania|EACH_PRICE|API|2026-02-14 14:58:17.339088|2026-02-14 14:58:17.339088
ETF|AMZN|NASDAQ|Zambia|USD|2023-04-13|2023-04-13 06:36:33|S|211.972|1075.2925|227931.9|803.228|4558.638|222426.81|853907148618|Raymond|Hayden|Saint Lucia|EACH_PRICE|MOBILE|2026-02-14 14:58:17.339236|2026-02-14 14:58:17.339237
STOCK|TSLA|NYSE|Vietnam|USD|2023-12-01|2023-12-01 18:32:16|B|422.1057|1024.4216|432414.2|1789.017|8648.284|421699.78|122567759502|Nicholas|Kirby|Mexico|EACH_PRICE|BROKER|2026-02-14 14:58:17.339383|2026-02-14 14:58:17.339384
ETF|BABA|JPX|Bolivia|EUR|2024-04-27|2024-04-27 09:31:29|B|468.5652|673.5797|315616.01|392.4463|6312.3202|308821.78|137004391750|Philip|Lara|Ukraine|STOP_LOSS|BROKER|2026-02-14 14:58:17.339530|2026-02-14 14:58:17.339531
STOCK|NFLX|JPX|Spain|USD|2024-02-14|2024-02-14 18:28:48|S|243.4227|1026.739|249931.58|1100.7696|4998.6316|243718.39|489779751321|Victoria|Duncan|Panama|EACH_PRICE|BROKER|2026-02-14 14:58:17.339677|2026-02-14 14:58:17.339678
STOCK|GOOGL|JPX|Suriname|USD|2023-08-17|2023-08-17 16:35:13|B|250.0713|1492.4827|373227.09|840.3648|7464.5418|364765.34|761146961284|Benjamin|Mcdaniel|Montserrat|MARKET_PRICE|WEB|2026-02-14 14:58:17.339842|2026-02-14 14:58:17.339843
ETF|META|LSE|Iran|EUR|2023-08-06|2023-08-06 22:27:44|B|332.0094|1094.2301|363294.68|974.5579|7265.8936|355005.7|301863445913|Thomas|Thompson|Sudan|STOP_LIMIT|BROKER|2026-02-14 14:58:17.339990|2026-02-14 14:58:17.339991
ETF|TSLA|JPX|India|JPY|2024-04-23|2024-04-23 01:15:10|B|134.4838|1363.0116|183302.98|712.5605|3666.0596|178803.86|380077147917|Randy|Meyers|Bouvet Island (Bouvetoya)|STOP_LIMIT|BROKER|2026-02-14 14:58:17.340136|2026-02-14 14:58:17.340137
ETF|NFLX|LSE|Guam|EUR|2023-02-24|2023-02-24 13:30:28|S|389.1459|434.3311|169018.17|573.4001|3380.3634|164942.7|212159527828|Sara|Roberts|Saint Barthelemy|EACH_PRICE|BROKER|2026-02-14 14:58:17.340283|2026-02-14 14:58:17.340284
STOCK|NFLX|NYSE|Cayman Islands|EUR|2024-02-04|2024-02-04 12:44:01|S|378.7265|11.5278|4365.88|15.8436|87.3176|4258.79|219093181226|Larry|Wilson|Indonesia|STOP_LIMIT|MOBILE|2026-02-14 14:58:17.340429|2026-02-14 14:58:17.340430
STOCK|BABA|LSE|Chile|EUR|2023-06-10|2023-06-10 03:42:44|S|135.8038|269.7393|36631.62|124.4995|732.6324|35741.1|446723628819|Ana|Roberts|Belarus|EACH_PRICE|MOBILE|2026-02-14 14:58:17.340583|2026-02-14 14:58:17.340584
ETF|MSFT|LSE|Latvia|GBP|2024-11-04|2024-11-04 14:39:53|B|37.0587|1099.5114|40746.46|185.7594|814.9292|39725.0|780224844657|Mary|Barker|Mauritania|LIMIT|MOBILE|2026-02-14 14:58:17.340730|2026-02-14 14:58:17.340731
STOCK|AMZN|XETRA|Mexico|GBP|2024-02-10|2024-02-10 08:33:24|S|416.5954|1207.8621|503189.79|2101.4703|10063.7958|490656.82|475565525028|George|Martin|Micronesia|STOP_LIMIT|API|2026-02-14 14:58:17.340901|2026-02-14 14:58:17.340902
STOCK|META|NASDAQ|Cambodia|GBP|2024-11-07|2024-11-07 03:54:20|B|174.5726|1378.7196|240686.67|708.4167|4813.7334|234978.56|705188043603|Cody|Gray|Nicaragua|STOP_LOSS|WEB|2026-02-14 14:58:17.341050|2026-02-14 14:58:17.341051
ETF|AAPL|NASDAQ|Brunei Darussalam|USD|2023-09-21|2023-09-21 18:40:56|B|450.8537|627.4541|282890.0|1088.8859|5657.8|276093.34|409452008658|Bryan|Scott|Barbados|STOP_LIMIT|MOBILE|2026-02-14 14:58:17.341196|2026-02-14 14:58:17.341197
ETF|TSLA|NASDAQ|Tunisia|EUR|2024-03-31|2024-03-31 11:44:10|S|58.1943|604.7002|35190.1|55.6004|703.802|34416.43|401489606701|Joann|Lee|Liberia|STOP_LOSS|WEB|2026-02-14 14:58:17.341343|2026-02-14 14:58:17.341344
ETF|NVDA|LSE|Namibia|USD|2024-01-10|2024-01-10 04:45:24|B|213.79|467.3426|99913.17|482.9271|1998.2634|97387.98|639771490248|Robert|Ferguson|Congo|LIMIT|MOBILE|2026-02-14 14:58:17.341519|2026-02-14 14:58:17.341520
STOCK|AAPL|NASDAQ|Lao People's Democratic Republic|GBP|2024-10-03|2024-10-03 21:20:21|B|56.2147|1497.2718|84168.69|153.5823|1683.3738|82248.7|216182698403|Diana|Copeland|Nigeria|STOP_LIMIT|API|2026-02-14 14:58:17.341688|2026-02-14 14:58:17.341688
STOCK|GOOGL|XETRA|Cote d'Ivoire|EUR|2024-08-10|2024-08-10 21:12:19|B|478.988|1200.5599|575053.79|737.5345|11501.0758|562448.04|709366536061|Larry|Ramirez|British Virgin Islands|STOP_LOSS|WEB|2026-02-14 14:58:17.341857|2026-02-14 14:58:17.341858
ETF|MSFT|NASDAQ|Marshall Islands|USD|2023-04-14|2023-04-14 19:26:21|B|442.1958|461.3653|204013.8|1018.6653|4080.276|198866.41|308228450780|Christopher|Brewer|Cook Islands|STOP_LIMIT|WEB|2026-02-14 14:58:17.342024|2026-02-14 14:58:17.342025
ETF|MSFT|JPX|Netherlands Antilles|USD|2024-02-21|2024-02-21 09:58:47|S|362.3672|935.6033|339031.95|568.042|6780.639|331627.16|812290997875|William|Vazquez|Portugal|STOP_LIMIT|BROKER|2026-02-14 14:58:17.342253|2026-02-14 14:58:17.342255
STOCK|NVDA|NYSE|French Southern Territories|EUR|2023-11-11|2023-11-11 18:10:07|S|26.9546|923.2771|24886.56|101.7987|497.7312|24271.63|103247872083|Gina|Hernandez|Nigeria|STOP_LOSS|MOBILE|2026-02-14 14:58:17.342519|2026-02-14 14:58:17.342520
ETF|TSLA|LSE|Azerbaijan|JPY|2024-06-20|2024-06-20 01:51:27|B|197.3881|1346.5396|265790.89|1013.7072|5315.8178|259371.53|864324818260|Kayla|Montoya|Paraguay|MARKET_PRICE|API|2026-02-14 14:58:17.342694|2026-02-14 14:58:17.342695
ETF|TSLA|XETRA|Central African Republic|EUR|2024-06-30|2024-06-30 00:37:01|B|147.2763|983.8502|144897.82|307.6444|2897.9564|141551.96|899408616139|Kenneth|Collins|Belgium|LIMIT|WEB|2026-02-14 14:58:17.342841|2026-02-14 14:58:17.342842
STOCK|AAPL|JPX|French Guiana|JPY|2024-03-06|2024-03-06 10:21:16|B|9.1904|814.1774|7482.62|13.7906|149.6524|7316.02|414050001742|Michelle|Davis|Eritrea|MARKET_PRICE|API|2026-02-14 14:58:17.343023|2026-02-14 14:58:17.343024
ETF|GOOGL|NASDAQ|Lesotho|GBP|2024-12-26|2024-12-26 11:15:37|B|245.1304|1341.8588|328930.38|1297.2633|6578.6076|320892.32|142603663031|Patricia|Estrada|French Polynesia|STOP_LOSS|MOBILE|2026-02-14 14:58:17.343200|2026-02-14 14:58:17.343201
STOCK|META|XETRA|Guatemala|USD|2023-03-25|2023-03-25 03:18:15|S|228.744|202.6592|46357.08|61.6467|927.1416|45356.0|641099003999|Carly|Harding|Bosnia and Herzegovina|MARKET_PRICE|API|2026-02-14 14:58:17.343384|2026-02-14 14:58:17.343385
ETF|AAPL|NASDAQ|Oman|JPY|2023-05-02|2023-05-02 16:23:24|B|92.3596|628.4152|58040.18|41.6821|1160.8036|56831.83|657610211923|Sara|Heath|Niger|EACH_PRICE|WEB|2026-02-14 14:58:17.343534|2026-02-14 14:58:17.343535
ETF|AMZN|NYSE|Cuba|JPY|2024-12-05|2024-12-05 03:41:18|B|325.9389|1387.8854|452365.84|509.8148|9047.3168|442746.82|234015373515|Ryan|Hill|Palestinian Territory|STOP_LIMIT|BROKER|2026-02-14 14:58:17.343699|2026-02-14 14:58:17.343700
STOCK|NVDA|NYSE|Tuvalu|JPY|2023-04-02|2023-04-02 13:27:19|S|373.8227|145.7266|54475.91|61.379|1089.5182|53314.09|103836658119|David|Mitchell|Kazakhstan|EACH_PRICE|WEB|2026-02-14 14:58:17.343895|2026-02-14 14:58:17.343896
ETF|GOOGL|XETRA|Lao People's Democratic Republic|EUR|2023-03-02|2023-03-02 05:24:01|S|280.9267|895.5279|251577.7|350.4322|5031.554|246154.29|391870436741|Tyler|Morris|Sweden|LIMIT|MOBILE|2026-02-14 14:58:17.344043|2026-02-14 14:58:17.344043
ETF|TSLA|NASDAQ|Slovenia|USD|2024-09-13|2024-09-13 00:27:22|S|420.9968|383.011|161246.41|456.7261|3224.9282|157480.66|392501949134|Eric|Garcia|Montserrat|STOP_LOSS|WEB|2026-02-14 14:58:17.344193|2026-02-14 14:58:17.344194
ETF|BABA|JPX|Vietnam|USD|2024-05-31|2024-05-31 00:10:36|S|119.1968|951.593|113426.84|82.0206|2268.5368|110981.86|749455768230|Samantha|Reed|Botswana|EACH_PRICE|WEB|2026-02-14 14:58:17.344340|2026-02-14 14:58:17.344341
ETF|BABA|JPX|Maldives|JPY|2024-09-25|2024-09-25 21:45:21|B|149.5907|220.3296|32959.26|40.0928|659.1852|32237.19|258035443695|Megan|Smith|Qatar|STOP_LOSS|API|2026-02-14 14:58:17.344485|2026-02-14 14:58:17.344486
ETF|TSLA|XETRA|Argentina|USD|2024-09-29|2024-09-29 06:44:27|B|86.1238|113.3298|9760.39|46.2385|195.2078|9514.74|899331142836|Eileen|Yu|Turks and Caicos Islands|MARKET_PRICE|BROKER|2026-02-14 14:58:17.344632|2026-02-14 14:58:17.344633
ETF|BABA|XETRA|Jersey|EUR|2024-04-13|2024-04-13 13:35:14|B|190.182|607.6391|115562.02|402.5484|2311.2404|112789.21|489497964163|Beth|Smith|Taiwan|STOP_LIMIT|MOBILE|2026-02-14 14:58:17.344777|2026-02-14 14:58:17.344778
STOCK|BABA|NASDAQ|British Virgin Islands|EUR|2023-11-12|2023-11-12 23:36:17|B|220.1913|193.7241|42656.36|89.0003|853.1272|41679.99|531006825973|Dustin|Anderson|Comoros|STOP_LIMIT|MOBILE|2026-02-14 14:58:17.344927|2026-02-14 14:58:17.344928
STOCK|GOOGL|JPX|French Southern Territories|EUR|2023-11-26|2023-11-26 21:16:34|S|17.3035|22.0209|381.04|1.5375|7.6208|371.57|407663916030|Meagan|Parker|Netherlands Antilles|EACH_PRICE|BROKER|2026-02-14 14:58:17.345074|2026-02-14 14:58:17.345075
STOCK|MSFT|NASDAQ|Greenland|GBP|2024-10-27|2024-10-27 04:05:03|S|98.7657|456.7821|45114.4|157.4962|902.288|44032.57|570697961666|John|Bishop|Holy See (Vatican City State)|STOP_LOSS|MOBILE|2026-02-14 14:58:17.345220|2026-02-14 14:58:17.345221
STOCK|MSFT|JPX|Philippines|EUR|2024-10-25|2024-10-25 08:00:25|S|487.7251|1138.5765|555312.34|1022.0818|11106.2468|543067.97|183961852539|Christina|Travis|Algeria|EACH_PRICE|WEB|2026-02-14 14:58:17.345395|2026-02-14 14:58:17.345396
ETF|MSFT|XETRA|Liberia|EUR|2023-06-07|2023-06-07 14:19:42|B|283.3416|158.476|44902.84|182.7009|898.0568|43783.99|238743211450|Heidi|Cox|Norfolk Island|EACH_PRICE|API|2026-02-14 14:58:17.345557|2026-02-14 14:58:17.345558
STOCK|META|XETRA|Cook Islands|JPY|2024-07-15|2024-07-15 23:46:46|S|381.7267|335.5443|128086.22|440.3274|2561.7244|125024.77|563105168208|Jillian|Fox|Uganda|STOP_LOSS|BROKER|2026-02-14 14:58:17.345706|2026-02-14 14:58:17.345707
STOCK|MSFT|NYSE|Jamaica|USD|2023-12-26|2023-12-26 18:14:55|S|69.6706|582.6491|40593.51|198.9372|811.8702|39550.97|634241042354|Hector|Rich|Ethiopia|STOP_LOSS|WEB|2026-02-14 14:58:17.345852|2026-02-14 14:58:17.345853
ETF|NVDA|XETRA|Ukraine|EUR|2023-10-09|2023-10-09 18:45:03|B|41.846|1319.8122|55228.86|232.6674|1104.5772|53836.44|973655567341|Timothy|Thornton|Central African Republic|MARKET_PRICE|BROKER|2026-02-14 14:58:17.345999|2026-02-14 14:58:17.346000
ETF|TSLA|JPX|Ghana|GBP|2024-01-04|2024-01-04 13:54:16|B|487.7166|725.6365|353904.97|1346.3286|7078.0994|345129.92|553560015441|Cory|Stone|Cyprus|STOP_LIMIT|API|2026-02-14 14:58:17.346145|2026-02-14 14:58:17.346146
STOCK|GOOGL|JPX|Cocos (Keeling) Islands|JPY|2024-12-18|2024-12-18 03:25:05|B|388.9974|73.6992|28668.8|75.0377|573.376|27998.06|640777188241|Thomas|Ryan|Luxembourg|EACH_PRICE|MOBILE|2026-02-14 14:58:17.346290|2026-02-14 14:58:17.346291
ETF|AAPL|LSE|United States of America|JPY|2024-12-14|2024-12-14 05:26:01|S|333.9395|754.3877|251919.85|319.9214|5038.397|246520.21|388824691881|Edwin|Moran|Lithuania|LIMIT|MOBILE|2026-02-14 14:58:17.346438|2026-02-14 14:58:17.346439
ETF|BABA|NYSE|Burkina Faso|GBP|2024-07-19|2024-07-19 23:55:56|S|293.6469|22.4938|6605.23|15.278|132.1046|6456.09|784853634877|Kaitlyn|Irwin|Saint Vincent and the Grenadines|EACH_PRICE|WEB|2026-02-14 14:58:17.346585|2026-02-14 14:58:17.346586
ETF|NVDA|NASDAQ|France|JPY|2023-04-17|2023-04-17 12:38:52|S|94.9864|13.5569|1287.72|2.6329|25.7544|1258.76|908884825084|Carla|Hall|Cook Islands|STOP_LOSS|API|2026-02-14 14:58:17.346731|2026-02-14 14:58:17.346731
STOCK|MSFT|LSE|Kiribati|EUR|2023-03-03|2023-03-03 05:53:42|B|425.2874|468.2635|199146.57|449.2507|3982.9314|194659.96|837935650498|Derek|Aguilar|Mozambique|MARKET_PRICE|API|2026-02-14 14:58:17.346879|2026-02-14 14:58:17.346880
ETF|AMZN|NYSE|Netherlands|EUR|2023-09-11|2023-09-11 15:14:24|S|461.1887|1008.2382|464988.06|1426.4737|9299.7612|454179.41|453982156460|Stephen|Cameron|Netherlands Antilles|EACH_PRICE|MOBILE|2026-02-14 14:58:17.347026|2026-02-14 14:58:17.347027
STOCK|META|LSE|Puerto Rico|JPY|2024-06-09|2024-06-09 17:57:15|B|167.6051|777.0383|130235.58|337.5776|2604.7116|127189.37|838901092726|Tony|Bowman|Algeria|STOP_LOSS|WEB|2026-02-14 14:58:17.347171|2026-02-14 14:58:17.347172
ETF|TSLA|NYSE|Jersey|EUR|2023-01-14|2023-01-14 20:31:48|B|327.4432|851.7086|278886.19|184.9515|5577.7238|272914.43|572188469390|Virginia|Howell|Liechtenstein|EACH_PRICE|WEB|2026-02-14 14:58:17.347322|2026-02-14 14:58:17.347323
ETF|BABA|JPX|Cuba|USD|2024-10-26|2024-10-26 08:35:01|B|140.0743|799.7577|112025.5|296.7869|2240.51|109461.41|517202533560|Catherine|Alvarado|Cayman Islands|STOP_LIMIT|WEB|2026-02-14 14:58:17.347468|2026-02-14 14:58:17.347469
ETF|AMZN|NYSE|Brunei Darussalam|EUR|2024-04-12|2024-04-12 19:36:33|S|87.3931|677.7866|59233.87|169.5449|1184.6774|57855.87|612674820887|Brian|Wood|Belgium|STOP_LIMIT|WEB|2026-02-14 14:58:17.347614|2026-02-14 14:58:17.347614
ETF|AAPL|NYSE|Greece|GBP|2023-12-25|2023-12-25 19:28:26|B|235.0968|836.2356|196596.31|387.5111|3931.9262|192131.78|541178111528|Michelle|Strickland|Angola|MARKET_PRICE|BROKER|2026-02-14 14:58:17.347763|2026-02-14 14:58:17.347764
ETF|AMZN|NYSE|Mongolia|USD|2023-05-29|2023-05-29 22:39:21|B|303.2665|1390.5099|421695.07|1314.8786|8433.9014|411881.24|770596239230|Angelica|Foster|Mayotte|EACH_PRICE|API|2026-02-14 14:58:17.347909|2026-02-14 14:58:17.347910
STOCK|AAPL|LSE|British Indian Ocean Territory (Chagos Archipelago)|EUR|2023-04-01|2023-04-01 17:57:48|S|248.4741|1426.1279|354355.85|1215.5573|7087.117|345772.33|540961498365|Mandy|Vega|Iceland|MARKET_PRICE|WEB|2026-02-14 14:58:17.348059|2026-02-14 14:58:17.348060
ETF|MSFT|XETRA|British Indian Ocean Territory (Chagos Archipelago)|JPY|2024-07-13|2024-07-13 08:02:26|B|457.1756|254.1385|116185.92|131.624|2323.7184|113662.5|629091188917|Brian|Patterson|Cape Verde|STOP_LOSS|MOBILE|2026-02-14 14:58:17.348207|2026-02-14 14:58:17.348208
STOCK|MSFT|NYSE|Micronesia|EUR|2023-03-14|2023-03-14 17:26:15|B|465.7079|570.5734|265720.54|708.815|5314.4108|259460.73|781887809827|Paul|Boyd|Tanzania|STOP_LOSS|BROKER|2026-02-14 14:58:17.348355|2026-02-14 14:58:17.348356
ETF|GOOGL|XETRA|Sudan|USD|2023-12-04|2023-12-04 16:29:23|B|204.3158|1372.6848|280461.19|787.3372|5609.2238|274008.96|195519617654|Megan|Whitaker|Kiribati|LIMIT|BROKER|2026-02-14 14:58:17.348502|2026-02-14 14:58:17.348503
ETF|TSLA|XETRA|Grenada|GBP|2023-11-27|2023-11-27 06:13:51|B|65.9711|338.1022|22304.97|111.0079|446.0994|21728.64|582982776873|Gina|Nelson|Cyprus|STOP_LIMIT|WEB|2026-02-14 14:58:17.348649|2026-02-14 14:58:17.348650
ETF|AAPL|NYSE|Puerto Rico|EUR|2023-07-25|2023-07-25 16:04:17|S|351.372|1044.9198|367155.56|1180.4329|7343.1112|358453.98|665701699153|Kevin|Abbott|United States Minor Outlying Islands|MARKET_PRICE|WEB|2026-02-14 14:58:17.348799|2026-02-14 14:58:17.348799
ETF|META|NYSE|Suriname|USD|2023-11-24|2023-11-24 10:42:50|B|325.9991|1222.5596|398553.33|497.9607|7971.0666|389974.96|404765507753|Kaitlin|Foster|Ukraine|STOP_LIMIT|API|2026-02-14 14:58:17.348947|2026-02-14 14:58:17.348947
STOCK|META|XETRA|Chile|JPY|2023-12-21|2023-12-21 15:29:38|S|380.2341|1290.2726|490605.64|252.4315|9812.1128|480089.74|428843330559|Frank|Wallace|Sierra Leone|STOP_LIMIT|API|2026-02-14 14:58:17.349093|2026-02-14 14:58:17.349094
STOCK|BABA|NASDAQ|Cambodia|EUR|2023-08-25|2023-08-25 20:45:00|B|237.3182|506.6237|120231.02|191.8449|2404.6204|117592.81|435528674956|Jeremy|Smith|Portugal|MARKET_PRICE|API|2026-02-14 14:58:17.349241|2026-02-14 14:58:17.349242
STOCK|MSFT|NYSE|Latvia|GBP|2024-11-05|2024-11-05 18:07:49|B|478.8982|1047.5486|501669.14|1036.0842|10033.3828|490310.07|866142464701|Thomas|Avila|Greenland|STOP_LOSS|WEB|2026-02-14 14:58:17.349407|2026-02-14 14:58:17.349408
STOCK|BABA|NASDAQ|Netherlands Antilles|EUR|2023-06-24|2023-06-24 16:34:54|S|371.4034|256.4635|95251.42|226.7627|1905.0284|93052.0|757683144975|Danielle|Gonzalez|Australia|STOP_LIMIT|API|2026-02-14 14:58:17.349570|2026-02-14 14:58:17.349571
STOCK|NFLX|XETRA|Uganda|EUR|2024-04-19|2024-04-19 11:37:54|B|152.826|517.0655|79021.05|322.7039|1580.421|77070.3|369359085443|Jessica|Blake|Egypt|MARKET_PRICE|API|2026-02-14 14:58:17.349718|2026-02-14 14:58:17.349718
STOCK|BABA|NYSE|India|EUR|2024-10-17|2024-10-17 13:05:54|B|334.1377|1078.4309|360344.42|1359.6539|7206.8884|351455.9|689302785196|Phillip|Thompson|South Africa|STOP_LOSS|BROKER|2026-02-14 14:58:17.349863|2026-02-14 14:58:17.349864
STOCK|BABA|NYSE|Sao Tome and Principe|GBP|2024-12-13|2024-12-13 01:11:37|S|331.3114|665.7061|220556.02|137.0254|4411.1204|215810.75|191038920508|Kevin|Rodriguez|Gambia|STOP_LIMIT|WEB|2026-02-14 14:58:17.350009|2026-02-14 14:58:17.350010
ETF|AMZN|NASDAQ|Dominica|USD|2024-09-28|2024-09-28 10:41:55|S|126.9349|373.3488|47390.99|37.6716|947.8198|46362.06|598695584609|Michael|Miller|Haiti|MARKET_PRICE|API|2026-02-14 14:58:17.350157|2026-02-14 14:58:17.350158
STOCK|GOOGL|NYSE|Iceland|USD|2024-01-11|2024-01-11 15:49:30|S|57.5047|856.0531|49227.08|232.8304|984.5416|47963.43|333650554947|Stephanie|Diaz|Mozambique|LIMIT|MOBILE|2026-02-14 14:58:17.350303|2026-02-14 14:58:17.350304
ETF|BABA|XETRA|Kenya|JPY|2023-07-17|2023-07-17 00:31:23|B|422.9652|1187.0912|502098.27|767.9872|10041.9654|491234.03|990785934956|Crystal|Guerra|Sao Tome and Principe|STOP_LOSS|MOBILE|2026-02-14 14:58:17.350452|2026-02-14 14:58:17.350453
ETF|AMZN|JPX|Poland|EUR|2023-09-26|2023-09-26 22:44:40|B|290.5918|1100.818|319888.68|1382.1403|6397.7736|311998.38|305033970291|Charles|Tanner|Lesotho|LIMIT|API|2026-02-14 14:58:17.350599|2026-02-14 14:58:17.350600
STOCK|GOOGL|NYSE|Mozambique|EUR|2024-04-24|2024-04-24 10:02:00|B|487.1881|1138.9213|554868.9|2144.2484|11097.378|541081.62|825929772282|John|Williams|Ecuador|MARKET_PRICE|WEB|2026-02-14 14:58:17.350744|2026-02-14 14:58:17.350745
STOCK|AAPL|XETRA|Saint Vincent and the Grenadines|JPY|2024-10-15|2024-10-15 21:43:00|B|360.3127|1049.834|378268.52|765.4419|7565.3704|369776.83|900256042684|Cassandra|Lynn|Dominica|LIMIT|API|2026-02-14 14:58:17.350890|2026-02-14 14:58:17.350891
ETF|GOOGL|JPX|Lithuania|JPY|2023-01-31|2023-01-31 06:35:31|S|205.313|314.4455|64559.75|121.8703|1291.195|63118.28|955187558585|Bobby|Johnson|Lesotho|STOP_LOSS|BROKER|2026-02-14 14:58:17.351035|2026-02-14 14:58:17.351036
STOCK|AMZN|LSE|Bulgaria|JPY|2024-05-15|2024-05-15 11:55:23|B|431.6429|741.1947|319931.43|1012.6834|6398.6286|312429.02|632757677260|Stephanie|Morales|Paraguay|LIMIT|WEB|2026-02-14 14:58:17.351184|2026-02-14 14:58:17.351185
STOCK|MSFT|XETRA|Romania|GBP|2023-01-17|2023-01-17 09:43:46|S|24.0104|307.968|7394.43|21.1595|147.8886|7220.96|339846553845|Kathryn|Rodriguez|Netherlands|STOP_LOSS|API|2026-02-14 14:58:17.351336|2026-02-14 14:58:17.351337
ETF|AMZN|XETRA|Bosnia and Herzegovina|EUR|2023-04-06|2023-04-06 22:43:50|B|159.3387|712.1886|113479.21|167.1385|2269.5842|110951.63|586862117906|Sarah|Davis|Norway|EACH_PRICE|BROKER|2026-02-14 14:58:17.351483|2026-02-14 14:58:17.351484
STOCK|GOOGL|NASDAQ|French Polynesia|USD|2023-06-22|2023-06-22 22:17:02|B|308.0701|1494.4231|460387.07|1180.4732|9207.7414|449788.76|262361004047|Nancy|Hardin|Kazakhstan|EACH_PRICE|WEB|2026-02-14 14:58:17.351630|2026-02-14 14:58:17.351631
